date,open,high,low,close,volume
2019-01-02,121.35,121.75,120.88,121.33,12776200
2019-01-03,121.78,122.46,121.73,122.43,15440800
2019-01-04,121.32,121.60,120.69,121.44,13334000
2019-01-07,122.16,122.22,121.57,121.86,7473600
2019-01-08,121.15,121.71,121.06,121.53,7643100
2019-01-09,121.45,122.34,121.44,122.31,10555900
2019-01-10,121.98,122.18,121.57,121.59,6672000
2019-01-11,121.74,122.05,121.66,121.80,8622400
2019-01-14,122.15,122.24,121.87,122.09,6477100
2019-01-15,122.28,122.38,121.62,121.88,7512500
2019-01-16,122.04,122.44,122.02,122.27,6878100
2019-01-17,122.03,122.26,121.81,122.11,8558500
2019-01-18,121.23,121.52,121.02,121.02,10896000
2019-01-22,121.18,121.50,120.90,121.45,7896500
2019-01-23,120.96,121.54,120.86,121.28,5224900
2019-01-24,121.16,121.36,120.92,121.09,5662500
2019-01-25,122.02,122.91,122.02,122.86,11103300
2019-01-28,122.75,123.29,122.72,123.29,8522200
2019-01-29,123.71,124.00,123.46,123.98,11610200
2019-01-30,123.91,125.07,123.70,124.69,12104000
2019-01-31,125.18,125.23,124.62,124.75,10209500
2019-02-01,124.89,125.05,124.37,124.50,12485500
2019-02-04,123.99,124.29,123.82,123.96,6878900
2019-02-05,124.29,124.42,124.05,124.28,6291100
2019-02-06,124.16,124.19,123.40,123.44,6595100
2019-02-07,123.80,123.95,123.44,123.74,5935500
2019-02-08,124.05,124.33,123.98,124.21,4235200
2019-02-11,123.19,123.82,123.19,123.60,4821800
2019-02-12,123.96,124.03,123.61,123.86,4271900
2019-02-13,123.84,124.55,123.31,123.37,7640500
2019-02-14,123.84,124.20,123.53,124.06,6276500
2019-02-15,124.59,125.00,124.18,124.80,12190100
2019-02-19,125.98,126.79,125.93,126.70,15614000
2019-02-20,127.00,127.21,126.31,126.48,8889700
2019-02-21,126.15,126.22,125.05,125.05,8634600
2019-02-22,125.53,125.95,125.39,125.50,5439400
2019-02-25,125.78,125.90,125.23,125.37,4882600
2019-02-26,125.33,125.62,125.05,125.58,5153200
2019-02-27,125.17,125.23,124.40,124.69,7935600
2019-02-28,124.71,124.71,123.98,123.99,7811700
2019-03-01,123.48,123.96,121.87,121.88,16411700
2019-03-04,121.56,121.85,121.18,121.56,10272600
2019-03-05,121.38,121.73,121.03,121.72,7120100
2019-03-06,121.43,121.64,121.26,121.61,4820400
2019-03-07,121.27,121.71,121.18,121.51,6088800
2019-03-08,122.70,122.89,122.37,122.84,10427700
2019-03-11,122.52,122.54,121.92,122.24,6708700
2019-03-12,122.54,123.03,122.40,122.98,6289900
2019-03-13,123.56,123.88,123.43,123.84,7377300
2019-03-14,122.33,122.55,122.12,122.41,6778200
2019-03-15,123.06,123.40,122.91,122.97,9412000
2019-03-18,123.30,123.40,122.89,123.04,7783200
2019-03-19,123.72,123.79,123.34,123.38,6558700
2019-03-20,123.66,124.42,122.65,124.18,11304900
2019-03-21,124.36,124.37,123.11,123.68,7739800
2019-03-22,123.93,124.22,123.73,123.97,5874000
2019-03-25,124.56,125.11,124.48,124.92,7288300
2019-03-26,124.48,124.51,124.07,124.30,5056100
2019-03-27,124.35,124.38,123.56,123.65,6595000
2019-03-28,122.28,122.36,121.71,121.90,11878300
2019-03-29,122.64,122.75,122.01,122.01,7093900
2019-04-01,122.40,122.43,121.46,121.53,13560000
2019-04-02,121.72,122.01,121.68,121.98,4475000
2019-04-03,121.73,122.01,121.68,121.80,6152200
2019-04-04,121.10,122.24,120.96,122.11,7508400
2019-04-05,121.88,122.13,121.66,121.98,5114500
2019-04-08,122.97,123.02,122.40,122.51,4270800
2019-04-09,123.26,123.35,123.03,123.15,4648400
2019-04-10,123.22,123.77,123.19,123.53,6344800
2019-04-11,122.54,122.75,121.79,121.95,11694500
2019-04-12,121.96,122.31,121.80,121.83,5272800
2019-04-15,121.20,121.82,121.10,121.60,4252400
2019-04-16,120.38,120.63,120.19,120.51,10097800
2019-04-17,120.46,120.51,120.20,120.28,4693900
2019-04-18,120.24,120.54,120.15,120.37,4090400
2019-04-22,120.46,120.50,120.27,120.37,2250900
2019-04-23,119.67,120.20,119.55,120.12,5574800
2019-04-24,120.06,120.72,120.04,120.47,4173000
2019-04-25,120.72,121.10,120.50,120.57,4836900
2019-04-26,121.26,121.67,121.22,121.37,6022700
2019-04-29,120.88,120.91,120.67,120.83,4469300
2019-04-30,120.89,121.36,120.85,121.20,4758600
2019-05-01,121.03,121.55,120.18,120.40,12331800
2019-05-02,119.69,120.11,119.54,119.94,6759600
2019-05-03,120.56,121.08,120.48,120.65,8414400
2019-05-06,120.61,121.12,120.54,120.81,3479600
2019-05-07,121.02,121.42,120.91,121.21,4010700
2019-05-08,121.54,121.54,120.77,120.91,4178800
2019-05-09,120.96,121.62,120.86,121.20,5015500
2019-05-10,121.41,121.73,121.30,121.43,4586000
2019-05-13,122.63,122.85,122.33,122.67,11130900
2019-05-14,122.60,122.66,122.12,122.46,5556000
2019-05-15,122.71,122.77,122.22,122.39,10299000
2019-05-16,122.03,122.07,121.19,121.51,6349400
2019-05-17,121.03,121.06,120.33,120.65,6589300
2019-05-20,120.51,120.74,120.42,120.64,4345800
2019-05-21,120.08,120.36,119.83,120.36,3845600
2019-05-22,120.35,120.50,120.19,120.24,3741800
2019-05-23,120.82,121.52,120.77,121.17,6054600
2019-05-24,121.13,121.31,120.89,121.30,2324700
2019-05-28,120.80,120.84,120.46,120.83,4303500
2019-05-29,121.11,121.26,120.75,120.87,4133200
2019-05-30,120.96,121.69,120.80,121.69,7757000
2019-05-31,122.55,123.40,122.32,123.33,15367000
2019-06-03,124.09,125.34,123.90,125.11,14173600
2019-06-04,124.88,125.42,124.61,125.15,7997100
2019-06-05,126.18,126.37,125.24,125.47,7637900
2019-06-06,125.93,126.45,125.80,125.88,5551800
2019-06-07,126.79,127.25,126.32,126.59,8145900
2019-06-10,125.46,125.53,125.07,125.33,5410000
2019-06-11,124.94,125.40,124.88,125.18,4757800
2019-06-12,125.60,126.20,125.56,125.83,5756200
2019-06-13,126.03,126.77,125.96,126.60,5374800
2019-06-14,127.21,127.63,126.26,126.56,9226100
2019-06-17,126.70,126.77,126.17,126.48,4763300
2019-06-18,127.58,127.75,126.39,127.12,10309600
2019-06-19,126.77,127.99,126.70,127.89,11660600
2019-06-20,130.41,131.49,130.19,131.11,18636300
2019-06-21,131.77,132.17,131.07,131.98,15068000
2019-06-24,132.77,134.04,132.58,133.94,17851800
2019-06-25,134.90,135.55,133.21,134.20,24772200
2019-06-26,132.99,133.55,132.41,132.97,12016400
2019-06-27,132.38,132.97,132.26,132.84,8412800
2019-06-28,133.05,133.34,132.61,133.20,8077000
2019-07-01,131.56,131.76,130.55,130.62,13317700
2019-07-02,131.27,133.63,131.16,133.41,13282100
2019-07-03,133.61,134.10,133.23,133.63,6351500
